,QUANTITYORDERED,PRICEEACH,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
2791,23.0,95.2,222.0,1843,4,12,2004,209,49.0,15,27,27,27,27,27.0,124,27,27,1282
1258,29.0,100.0,222.0,1843,4,10,2004,684,143.0,21,21,21,21,21,21.0,46,21,21,1384
1190,43.0,67.77,222.0,1843,1,3,2003,229,62.0,14,18,18,18,18,18.0,18,18,18,1282
169,20.0,100.0,222.0,1843,4,12,2003,684,194.0,15,188,188,188,224,188.0,251,188,188,1384
1149,28.0,100.0,222.0,1843,1,1,2004,684,146.0,19,18,18,18,47,18.0,220,18,18,1384
2549,34.0,100.0,222.0,1843,3,9,2004,156,90.0,19,6,6,6,6,6.0,36,6,61,1384
2267,35.0,66.49,222.0,1843,4,10,2004,48,62.0,18,21,21,21,21,21.0,46,21,21,1282
1763,55.0,100.0,222.0,1843,4,11,2004,209,68.0,15,28,28,28,28,28.0,42,28,28,1384
1634,26.0,85.52,222.0,1843,4,11,2004,429,44.0,17,39,39,39,39,39.0,106,39,39,1282
1716,44.0,39.6,222.0,1843,1,1,2003,684,35.0,22,188,188,188,224,188.0,251,188,188,1282
724,22.0,100.0,222.0,1843,1,1,2005,221,122.0,19,32,32,32,32,32.0,124,32,32,1384
1673,38.0,74.11,222.0,1843,4,11,2003,229,69.0,17,32,32,32,32,32.0,124,32,32,1282
1596,50.0,100.0,222.0,1843,4,11,2003,156,122.0,19,9,9,9,224,36.0,251,9,9,1384
451,23.0,100.0,222.0,1843,3,9,2003,684,141.0,19,32,32,32,32,32.0,124,32,32,1282
692,25.0,62.96,222.0,1843,3,8,2004,429,60.0,15,10,10,10,10,10.0,69,10,10,1282
818,37.0,63.6,222.0,1843,3,7,2004,229,60.0,19,40,40,40,46,46.0,220,40,40,1282
2168,41.0,100.0,222.0,1843,4,12,2004,221,96.0,21,188,188,188,224,188.0,251,188,188,1384
2733,45.0,100.0,222.0,1843,3,9,2004,156,99.0,20,11,11,11,31,31.0,708,11,11,1384
449,34.0,100.0,222.0,1843,2,5,2003,684,141.0,19,17,17,17,17,17.0,220,17,17,1384
366,34.0,90.17,222.0,1843,2,5,2005,684,79.0,20,29,29,29,29,29.0,38,29,29,1384
186,41.0,100.0,222.0,1843,1,2,2003,684,207.0,17,25,25,25,25,25.0,46,25,25,157
44,48.0,100.0,222.0,1843,4,10,2004,684,214.0,16,132,132,132,132,151.0,708,147,179,157
385,45.0,100.0,222.0,1843,4,10,2004,221,118.0,20,21,21,21,21,21.0,46,21,21,1384
363,34.0,81.62,222.0,1843,1,1,2005,684,79.0,20,16,16,16,16,16.0,60,16,16,1282
229,39.0,100.0,222.0,1843,4,10,2004,221,136.0,16,13,13,13,13,13.0,220,13,27,1384
2159,45.0,86.68,222.0,1843,2,6,2004,221,96.0,21,29,29,29,58,29.0,58,29,29,1384
1973,23.0,100.0,222.0,1843,3,9,2003,684,140.0,23,15,35,15,31,31.0,708,147,15,1282
386,26.0,58.38,222.0,1843,4,11,2004,221,118.0,20,22,22,22,103,103.0,708,66,61,1282
2656,50.0,100.0,222.0,1843,4,11,2004,209,118.0,20,24,24,24,24,24.0,708,55,31,157
2660,44.0,72.42,222.0,1843,4,12,2004,209,118.0,20,27,27,27,27,27.0,124,27,27,1384
486,25.0,100.0,222.0,1843,1,3,2004,429,102.0,18,31,31,31,31,31.0,220,31,31,1282
1021,21.0,100.0,222.0,1843,3,9,2003,684,169.0,33,23,23,23,23,23.0,60,23,23,1384
798,27.0,100.0,222.0,1843,4,12,2004,209,84.0,15,14,14,14,16,14.0,708,14,14,1384
797,27.0,100.0,222.0,1843,4,11,2004,209,84.0,15,28,28,28,28,28.0,42,28,28,1282
690,28.0,50.85,222.0,1843,1,3,2004,429,60.0,15,31,31,31,31,31.0,220,31,31,1282
1296,47.0,77.24,222.0,1843,4,11,2003,429,87.0,18,32,32,32,48,48.0,708,32,32,1384
1043,36.0,100.0,222.0,1843,3,8,2004,684,169.0,33,20,20,20,20,20.0,20,20,61,1384
1966,37.0,85.54,222.0,1843,1,2,2005,429,83.0,19,132,132,132,132,151.0,708,147,179,1384
1243,25.0,100.0,222.0,1843,2,6,2003,684,143.0,21,33,33,33,103,103.0,708,71,33,1384
1896,29.0,59.18,222.0,1843,2,6,2003,429,65.0,18,14,14,14,16,14.0,708,14,14,1282
2298,36.0,100.0,222.0,1843,4,12,2004,221,64.0,17,188,188,188,224,188.0,251,188,188,1384
2725,35.0,93.35,222.0,1843,4,11,2003,156,99.0,20,15,15,15,15,15.0,251,15,15,1384
1493,50.0,59.87,222.0,1843,2,5,2003,684,50.0,18,6,6,6,46,46.0,220,6,6,1282
2535,29.0,94.14,222.0,1843,2,4,2003,156,90.0,19,29,29,29,29,29.0,38,29,29,1282
1205,39.0,55.95,222.0,1843,3,9,2004,229,62.0,14,21,21,21,21,21.0,60,21,21,1282
2620,42.0,85.98,222.0,1843,4,11,2003,684,101.0,21,17,17,17,25,17.0,106,61,17,1384
2669,43.0,86.4,222.0,1843,4,10,2003,209,80.0,21,21,21,21,21,21.0,60,21,21,1384
1275,29.0,85.59,222.0,1843,4,12,2003,429,92.0,16,33,33,33,103,103.0,708,71,33,1282
274,24.0,100.0,222.0,1843,4,11,2003,684,151.0,21,13,13,13,13,13.0,708,28,20,1384
956,22.0,86.74,222.0,1843,1,1,2005,156,86.0,12,23,23,23,23,23.0,60,23,23,1282
1812,39.0,40.4,222.0,1843,4,11,2004,684,37.0,21,41,41,41,41,41.0,124,41,41,1282
1009,28.0,100.0,222.0,1843,1,1,2005,429,136.0,19,28,28,28,28,28.0,42,28,28,1384
298,40.0,100.0,222.0,1843,4,11,2003,684,117.0,17,15,15,15,15,15.0,36,15,15,1384
696,38.0,84.25,222.0,1843,4,11,2004,429,60.0,15,39,39,39,39,39.0,106,39,39,1384
2574,39.0,100.0,222.0,1843,3,7,2004,209,99.0,19,40,40,40,46,46.0,220,40,40,1384
1140,29.0,100.0,222.0,1843,1,3,2003,684,146.0,19,18,18,18,18,18.0,18,18,18,1384
2395,42.0,100.0,222.0,1843,4,10,2004,221,115.0,19,20,35,20,27,27.0,708,50,20,1384
836,22.0,100.0,222.0,1843,4,11,2003,429,168.0,19,29,29,29,29,29.0,69,29,29,1384
1840,30.0,100.0,222.0,1843,4,12,2004,429,88.0,19,188,188,188,224,188.0,251,188,188,1384
119,30.0,100.0,222.0,1843,3,7,2004,684,136.0,22,16,16,16,16,16.0,22,16,16,1384
1624,24.0,38.08,222.0,1843,4,12,2003,429,44.0,17,188,188,188,224,188.0,251,188,188,1282
1514,64.0,40.25,222.0,31,2,4,2005,684,50.0,18,28,28,28,28,67.0,708,66,59,1282
1734,39.0,37.13,222.0,1843,4,10,2004,684,35.0,22,21,21,21,21,21.0,46,21,21,1282
2712,31.0,77.34,222.0,1843,4,12,2004,156,100.0,16,188,188,188,224,188.0,251,188,188,1282
2765,45.0,55.62,222.0,1843,1,1,2005,209,74.0,16,23,23,23,23,23.0,60,23,23,1282
746,30.0,100.0,222.0,1843,4,11,2004,429,127.0,16,17,17,17,17,17.0,220,17,17,1384
2333,22.0,100.0,222.0,1843,4,11,2003,229,102.0,16,13,13,13,13,13.0,220,13,13,1282
978,26.0,85.87,222.0,1843,4,10,2004,429,104.0,17,13,13,13,13,13.0,220,13,27,1282
1808,48.0,34.36,222.0,1843,4,10,2003,684,37.0,21,19,19,19,19,19.0,60,19,19,1282
201,46.0,100.0,222.0,1843,3,9,2004,684,207.0,17,10,10,10,10,10.0,69,10,10,157
1836,31.0,84.08,222.0,1843,4,10,2004,429,88.0,19,39,39,39,39,39.0,106,39,39,1282
1007,48.0,100.0,222.0,1843,4,11,2004,429,136.0,19,15,15,15,47,15.0,220,15,15,1384
664,49.0,100.0,222.0,1843,1,3,2004,684,163.0,14,15,15,15,15,15.0,36,15,24,157
980,48.0,47.04,222.0,1843,4,11,2004,429,104.0,17,19,19,19,19,19.0,708,71,179,1282
608,45.0,85.47,222.0,1843,4,12,2003,684,77.0,19,188,188,188,224,188.0,251,188,188,1384
109,49.0,100.0,222.0,1843,3,8,2003,684,136.0,22,32,32,32,48,48.0,708,32,32,1384
1837,24.0,86.74,222.0,1843,4,10,2004,429,88.0,19,40,40,40,46,46.0,220,40,40,1282
2414,46.0,62.09,222.0,1843,4,11,2003,48,58.0,15,13,13,13,13,13.0,708,28,20,1282
825,23.0,49.67,222.0,1843,1,1,2005,229,60.0,19,26,26,26,26,67.0,708,26,40,1282
1462,22.0,91.76,222.0,1843,1,2,2005,684,57.0,24,188,188,188,224,188.0,251,188,188,1282
2069,21.0,93.91,222.0,1843,1,2,2005,684,118.0,17,188,188,188,224,188.0,251,188,188,1282
1958,33.0,72.96,222.0,1843,3,8,2004,429,83.0,19,18,18,18,18,18.0,50,18,40,1282
197,42.0,100.0,222.0,1843,1,3,2004,684,207.0,17,9,9,9,224,36.0,251,9,9,157
2003,30.0,72.33,222.0,1843,4,11,2003,209,68.0,19,12,12,12,12,12.0,220,12,12,1282
87,45.0,100.0,222.0,1843,4,11,2003,229,193.0,20,20,20,20,20,20.0,60,20,20,157
1479,42.0,100.0,222.0,1843,2,6,2004,229,112.0,21,19,19,19,19,151.0,708,37,79,1384
1801,34.0,43.42,222.0,1843,1,1,2004,684,37.0,21,188,188,188,224,188.0,251,188,188,1282
491,37.0,95.55,222.0,1843,4,10,2004,429,102.0,18,13,13,13,13,13.0,220,13,27,1384
1435,34.0,100.0,222.0,1843,1,2,2005,684,73.0,16,188,188,188,224,188.0,251,188,188,1384
1482,47.0,100.0,222.0,1843,3,9,2004,229,112.0,21,21,21,21,21,21.0,60,21,21,1384
2084,40.0,86.68,222.0,1843,2,4,2004,429,97.0,23,188,188,188,224,188.0,251,188,188,1384
2432,34.0,82.99,222.0,1843,1,3,2003,229,81.0,21,18,18,18,18,18.0,18,18,18,1282
1163,43.0,96.49,222.0,1843,1,2,2005,684,146.0,19,188,188,188,224,188.0,251,188,188,1384
198,44.0,100.0,222.0,1843,2,5,2004,684,207.0,17,16,16,16,16,16.0,60,16,16,157
0,30.0,95.7,222.0,1843,1,2,2003,229,95.0,20,31,31,31,103,103.0,708,55,31,1282
1390,28.0,58.18,222.0,1843,1,1,2005,684,148.0,16,16,16,16,16,16.0,60,16,16,1282
2100,46.0,77.52,222.0,1843,2,6,2003,209,72.0,19,188,188,188,224,188.0,251,188,188,1384
1945,35.0,90.57,222.0,1843,2,4,2003,429,83.0,19,29,29,29,29,29.0,38,29,29,1384
1016,25.0,100.0,222.0,1843,2,5,2003,684,169.0,33,17,17,17,17,17.0,220,17,17,1384
663,43.0,100.0,222.0,1843,1,2,2004,684,163.0,14,13,13,13,13,67.0,708,18,59,157
1420,47.0,74.22,222.0,1843,4,11,2003,684,73.0,16,132,132,132,132,151.0,708,147,179,1384
185,12.0,100.0,222.0,1843,2,5,2005,684,194.0,15,29,29,29,29,29.0,38,29,29,1282
1574,38.0,69.31,222.0,1843,1,2,2004,229,76.0,22,41,41,41,41,41.0,124,41,41,1282
671,42.0,100.0,222.0,1843,4,10,2004,684,163.0,14,21,21,21,21,21.0,46,21,21,1384
2156,21.0,100.0,222.0,1843,1,2,2004,221,96.0,21,29,29,29,58,29.0,58,29,29,1282
2802,38.0,48.59,222.0,39,4,10,2003,156,54.0,16,23,23,23,23,23.0,36,23,35,1282
1221,48.0,100.0,222.0,1843,4,11,2003,429,105.0,14,12,12,12,12,12.0,220,12,12,1384
1055,32.0,93.49,222.0,1843,4,12,2004,684,169.0,33,188,188,188,224,188.0,251,188,188,1282
2493,31.0,91.34,222.0,1843,2,5,2004,209,91.0,21,28,28,28,28,67.0,708,66,59,1282
2601,44.0,68.67,222.0,1843,2,6,2004,156,72.0,19,17,17,17,17,17.0,50,17,17,1384
2795,20.0,56.12,222.0,1843,2,4,2005,209,49.0,15,28,28,28,28,67.0,708,66,59,1282
2005,29.0,69.6,222.0,1843,1,1,2004,209,68.0,19,14,14,14,14,14.0,42,14,14,1282
870,39.0,100.0,222.0,1843,3,8,2004,684,132.0,19,18,18,18,18,18.0,708,37,59,1384
2361,41.0,35.35,222.0,1843,2,4,2004,429,43.0,21,18,18,18,18,18.0,50,18,40,1282
1797,36.0,35.49,222.0,1843,4,11,2003,684,37.0,21,17,17,17,17,17.0,50,17,17,1282
2570,37.0,87.75,222.0,1843,1,2,2004,209,99.0,19,16,16,16,16,16.0,708,27,179,1384
2010,41.0,81.89,222.0,1843,3,7,2004,209,68.0,19,40,40,40,46,46.0,220,40,40,1384
572,39.0,99.52,222.0,1843,4,12,2004,209,157.0,15,17,17,17,25,17.0,106,61,17,1384
1254,25.0,100.0,222.0,1843,3,7,2004,684,143.0,21,24,24,24,24,24.0,708,55,31,1384
2460,41.0,64.0,222.0,1843,3,8,2003,156,66.0,20,132,132,132,132,151.0,708,147,179,1282
2673,26.0,67.2,222.0,1843,1,2,2004,209,80.0,21,41,41,41,41,41.0,124,41,41,1282
1272,21.0,75.46,222.0,1843,4,11,2003,429,92.0,16,29,29,29,29,29.0,69,29,29,1282
1486,27.0,84.39,222.0,1843,4,11,2004,229,112.0,21,28,28,28,28,28.0,42,28,28,1282
2466,38.0,74.67,222.0,1843,1,1,2004,156,66.0,20,31,31,31,31,31.0,220,31,31,1282
1592,45.0,100.0,222.0,1843,2,6,2003,156,122.0,19,17,17,17,25,17.0,106,61,17,1384
2205,41.0,42.24,222.0,1843,1,1,2004,229,40.0,13,18,18,18,47,18.0,220,18,18,1282
907,10.0,88.14,222.0,29,2,5,2005,429,101.0,21,16,16,16,16,16.0,22,16,16,1282
2679,22.0,80.8,222.0,1843,3,9,2004,209,80.0,21,6,6,6,6,6.0,36,6,61,1282
2113,43.0,60.86,222.0,1843,4,11,2004,209,72.0,19,29,29,29,29,29.0,69,29,29,1282
740,37.0,100.0,222.0,1843,3,8,2004,429,127.0,16,10,10,10,10,10.0,69,10,10,1384
171,27.0,100.0,222.0,1843,1,2,2004,684,194.0,15,20,20,20,20,20.0,20,20,61,1384
141,26.0,100.0,222.0,1843,4,11,2003,684,147.0,22,31,31,31,31,31.0,220,31,31,1384
1135,25.0,100.0,222.0,1843,4,12,2004,429,99.0,18,132,132,132,132,151.0,708,147,179,1282
1628,37.0,45.7,222.0,1843,2,6,2004,429,44.0,17,10,10,10,10,10.0,220,10,10,1282
1127,26.0,89.29,222.0,1843,2,6,2004,429,99.0,18,28,28,28,28,67.0,708,66,59,1282
1339,39.0,100.0,222.0,1843,1,2,2005,221,121.0,23,132,132,132,132,151.0,708,147,179,1384
1720,30.0,40.31,222.0,1843,3,9,2003,684,35.0,22,23,23,23,23,23.0,60,23,23,1282
475,39.0,100.0,222.0,1843,1,1,2003,429,102.0,18,22,22,22,103,103.0,708,66,61,1384
1622,31.0,36.74,222.0,1843,4,11,2003,429,44.0,17,132,132,132,132,151.0,708,147,179,1282
2427,25.0,64.93,222.0,1843,4,12,2004,48,58.0,15,31,31,31,31,31.0,220,31,31,1282
1671,27.0,60.95,222.0,1843,3,8,2003,229,69.0,17,17,17,17,17,17.0,708,71,79,1282
2591,31.0,85.29,222.0,1843,3,8,2003,156,72.0,19,32,32,32,48,48.0,708,32,32,1282
1625,49.0,47.94,222.0,1843,1,1,2004,429,44.0,17,27,27,27,224,36.0,251,27,27,1282
979,38.0,100.0,222.0,1843,4,10,2004,429,104.0,17,132,132,132,132,151.0,708,147,179,1384
920,24.0,58.09,222.0,1843,2,4,2004,429,62.0,20,188,188,188,224,188.0,251,188,188,1282
2609,29.0,75.35,222.0,1843,4,12,2004,156,72.0,19,188,188,188,224,188.0,251,188,188,1282
2004,43.0,66.19,222.0,1843,4,11,2003,209,68.0,19,18,18,18,18,18.0,18,18,18,1282
2613,31.0,75.89,222.0,31,2,5,2005,156,72.0,19,14,14,14,26,26.0,708,14,40,1282
96,29.0,100.0,222.0,1843,3,9,2004,229,193.0,20,21,21,21,21,21.0,60,21,21,1384
1683,33.0,66.49,222.0,1843,3,9,2004,229,69.0,17,21,21,21,21,21.0,60,21,21,1282
35,47.0,100.0,222.0,1843,4,12,2003,684,214.0,16,15,15,15,15,15.0,50,15,15,157
2058,46.0,100.0,222.0,1843,2,5,2004,684,118.0,17,188,188,188,224,188.0,251,188,188,1384
1626,24.0,48.38,222.0,1843,1,3,2004,429,44.0,17,31,31,31,31,31.0,220,31,31,1282
1821,41.0,94.71,222.0,1843,2,6,2003,429,88.0,19,17,17,17,25,17.0,106,61,17,1384
1095,32.0,70.76,222.0,1843,4,11,2003,684,80.0,15,32,32,32,32,32.0,124,32,32,1282
2599,29.0,82.4,222.0,1843,1,3,2004,156,72.0,19,16,16,16,16,27.0,708,61,16,1282
479,50.0,100.0,222.0,1843,3,9,2003,429,102.0,18,13,13,13,13,67.0,708,18,59,1384
1612,37.0,100.0,222.0,1843,1,1,2005,156,122.0,19,28,28,28,28,28.0,42,28,28,1384
2046,26.0,100.0,222.0,1843,1,1,2003,684,118.0,17,188,188,188,224,188.0,251,188,188,1282
1918,34.0,71.67,222.0,1843,1,3,2005,429,65.0,18,31,31,31,31,31.0,220,31,31,1282
2552,41.0,100.0,222.0,1843,4,11,2004,156,90.0,19,29,29,29,29,29.0,69,29,29,1384
1542,36.0,33.19,222.0,1843,3,9,2003,429,33.0,18,13,13,13,13,67.0,708,18,59,1282
1391,49.0,67.14,222.0,1843,1,2,2005,684,148.0,16,188,188,188,224,188.0,251,188,188,1384
526,25.0,51.75,222.0,29,2,5,2005,429,53.0,19,24,24,24,24,24.0,708,55,31,1282
1374,33.0,100.0,222.0,1843,4,11,2003,684,148.0,16,32,32,32,32,32.0,124,32,32,1384
1251,50.0,100.0,222.0,1843,1,2,2004,684,143.0,21,12,12,12,12,12.0,12,12,12,157
583,24.0,100.0,222.0,1843,4,11,2003,429,170.0,15,29,29,29,29,29.0,69,29,29,1384
1359,34.0,49.3,222.0,1843,4,10,2004,429,50.0,20,13,13,13,13,13.0,220,13,27,1282
1473,25.0,100.0,222.0,1843,4,11,2003,229,112.0,21,20,20,20,20,20.0,60,20,20,1282
2217,38.0,39.83,222.0,1843,4,12,2004,229,40.0,13,188,188,188,224,188.0,251,188,188,1282
402,47.0,100.0,222.0,1843,4,12,2003,684,115.0,14,188,188,188,224,188.0,251,188,188,1384
2162,26.0,83.79,222.0,1843,3,9,2004,221,96.0,21,23,23,23,23,23.0,36,23,35,1282
1913,29.0,99.69,222.0,1843,4,11,2004,429,65.0,18,28,28,28,28,28.0,42,28,28,1282
694,46.0,49.04,222.0,1843,4,10,2004,429,60.0,15,12,12,12,12,12.0,251,12,12,1282
1761,34.0,63.71,222.0,1843,4,11,2004,209,68.0,15,20,20,20,20,20.0,106,20,20,1282
2773,37.0,50.65,222.0,1843,3,8,2003,209,49.0,15,32,32,32,48,48.0,708,32,32,1282
807,30.0,49.67,222.0,1843,3,8,2003,229,60.0,19,17,17,17,17,17.0,708,71,79,1282
2232,35.0,55.19,222.0,1843,1,2,2004,221,54.0,23,13,13,13,13,67.0,708,18,59,1282
376,34.0,99.54,222.0,1843,4,12,2003,221,118.0,20,12,12,12,26,26.0,708,12,179,1384
264,66.0,100.0,222.0,1843,2,4,2005,229,150.0,16,22,22,22,22,22.0,106,22,40,157
273,33.0,100.0,222.0,1843,4,11,2003,684,151.0,21,32,32,32,48,48.0,708,32,32,1384
275,26.0,100.0,222.0,1843,1,1,2004,684,151.0,21,31,31,31,31,31.0,220,31,31,1384
708,48.0,100.0,222.0,1843,4,11,2003,221,122.0,19,17,17,17,25,17.0,106,61,17,1384
2109,21.0,71.0,222.0,1843,3,8,2004,209,72.0,19,19,19,19,19,19.0,60,19,19,1282
2054,34.0,100.0,222.0,1843,4,11,2003,684,118.0,17,16,16,16,16,16.0,708,66,27,1384
179,31.0,100.0,222.0,1843,4,11,2004,684,194.0,15,13,13,13,13,13.0,36,13,13,1384
1146,22.0,100.0,222.0,1843,4,11,2003,684,146.0,19,20,20,20,20,20.0,60,20,20,1384
6,29.0,86.13,222.0,1843,4,11,2003,229,95.0,20,13,13,13,13,13.0,220,13,13,1282
2757,32.0,64.41,222.0,1843,3,8,2004,209,74.0,16,19,19,19,19,19.0,60,19,19,1282
1527,22.0,100.0,222.0,1843,3,8,2004,209,109.0,14,19,19,19,19,19.0,60,19,19,1282
865,40.0,100.0,222.0,1843,1,1,2004,684,132.0,19,188,188,188,224,188.0,251,188,188,1384
2249,11.0,43.83,222.0,29,2,5,2005,221,54.0,23,40,40,40,46,46.0,220,40,40,1282
1297,50.0,100.0,222.0,1843,4,11,2003,429,87.0,18,15,15,15,15,15.0,251,15,15,1384
1807,36.0,39.65,222.0,1843,3,8,2004,684,37.0,21,20,20,20,20,20.0,20,20,61,1282
1196,21.0,50.36,222.0,1843,4,11,2003,229,62.0,14,13,13,13,13,13.0,220,13,13,1282
290,47.0,100.0,222.0,1843,2,5,2005,684,151.0,21,19,19,19,19,151.0,708,37,79,157
1952,22.0,86.38,222.0,1843,4,11,2003,429,83.0,19,15,15,15,15,15.0,251,15,15,1282
218,43.0,100.0,222.0,1843,4,11,2003,221,136.0,16,9,9,9,9,9.0,124,9,9,1384
2470,34.0,62.0,222.0,1843,2,6,2004,156,66.0,20,17,17,17,17,17.0,50,17,17,1282
822,42.0,52.7,222.0,1843,4,11,2004,229,60.0,19,24,24,24,24,24.0,708,55,31,1282
2551,45.0,93.24,222.0,1843,4,11,2004,156,90.0,19,20,20,20,20,20.0,106,20,20,1384
2739,37.0,100.0,222.0,1843,1,1,2005,156,99.0,20,23,23,23,23,23.0,60,23,23,1384
2140,41.0,100.0,222.0,1843,4,11,2004,684,80.0,17,18,18,18,33,33.0,708,50,18,1384
1101,41.0,73.17,222.0,1843,2,4,2004,684,80.0,15,25,25,25,25,25.0,46,25,25,1282
2208,36.0,48.28,222.0,1843,2,5,2004,229,40.0,13,18,18,18,47,18.0,220,18,18,1282
2682,33.0,64.0,222.0,1843,4,11,2004,209,80.0,21,29,29,29,29,29.0,69,29,29,1282
1554,39.0,29.54,222.0,1843,4,10,2004,429,33.0,18,132,132,132,132,151.0,708,147,179,1282
2616,45.0,100.0,222.0,1843,2,5,2003,684,101.0,21,27,27,27,224,36.0,251,27,27,1384
2724,22.0,79.45,222.0,1843,4,11,2003,156,99.0,20,32,32,32,48,48.0,708,32,32,1282
457,29.0,100.0,222.0,1843,1,1,2004,684,141.0,19,188,188,188,224,188.0,251,188,188,1384
300,39.0,100.0,222.0,1843,1,1,2004,684,117.0,17,188,188,188,224,188.0,251,188,188,1384
2409,42.0,49.79,222.0,1843,3,8,2003,48,58.0,15,132,132,132,132,151.0,708,147,179,1282
202,31.0,100.0,222.0,1843,4,10,2004,684,207.0,17,39,39,39,39,39.0,106,39,39,1384
1921,37.0,100.0,222.0,1843,1,3,2003,684,107.0,17,39,39,39,39,39.0,106,39,39,1384
323,43.0,100.0,222.0,1843,4,11,2003,684,173.0,18,32,32,32,48,48.0,708,32,32,157
662,44.0,100.0,222.0,1843,4,12,2003,684,163.0,14,12,12,12,26,26.0,708,12,179,157
1730,38.0,41.72,222.0,1843,3,7,2004,684,35.0,22,132,132,132,132,151.0,708,147,179,1282
693,28.0,61.75,222.0,1843,3,9,2004,429,60.0,15,29,29,29,58,29.0,58,29,29,1282
196,32.0,100.0,222.0,1843,1,2,2004,684,207.0,17,12,12,12,12,12.0,12,12,12,157
2687,32.0,94.34,222.0,26,1,3,2005,209,80.0,21,188,188,188,224,188.0,251,188,188,1384
2399,31.0,71.4,222.0,1843,4,12,2004,221,115.0,19,188,188,188,224,188.0,251,188,188,1282
324,38.0,100.0,222.0,1843,4,11,2003,684,173.0,18,13,13,13,13,13.0,708,28,20,157
1078,47.0,100.0,222.0,1843,3,7,2004,48,100.0,15,16,16,16,16,16.0,22,16,16,1384
2029,35.0,33.23,222.0,1843,4,11,2003,429,41.0,12,29,29,29,29,29.0,69,29,29,1282
426,48.0,93.34,222.0,1843,4,11,2003,221,116.0,24,9,9,9,9,9.0,124,9,9,1384
756,46.0,61.99,222.0,1843,3,7,2003,221,60.0,22,26,26,26,26,67.0,708,26,40,1282
513,20.0,58.22,222.0,1843,2,4,2004,429,53.0,19,188,188,188,224,188.0,251,188,188,1282
2625,50.0,100.0,222.0,1843,1,3,2004,684,101.0,21,132,132,132,132,151.0,708,147,179,1384
1733,48.0,31.47,222.0,1843,4,10,2004,684,35.0,22,20,35,20,27,27.0,708,50,20,1282
496,50.0,50.18,222.0,1843,4,12,2004,429,102.0,18,14,14,14,47,14.0,220,14,27,1282
998,33.0,100.0,222.0,1843,1,2,2004,429,136.0,19,16,16,16,16,16.0,22,16,16,1384
76,39.0,100.0,222.0,1843,1,2,2005,229,118.0,18,9,9,9,9,9.0,124,9,9,1384
796,45.0,100.0,222.0,26,4,11,2004,209,84.0,15,25,25,25,25,25.0,46,25,25,1384
999,22.0,100.0,222.0,1843,1,3,2004,429,136.0,19,20,20,20,20,20.0,106,20,20,1384
2403,46.0,100.0,222.0,1843,1,3,2005,221,115.0,19,14,14,14,47,14.0,220,14,27,1384
764,28.0,59.55,222.0,1843,1,3,2004,221,60.0,22,132,132,132,132,151.0,708,147,179,1282
647,27.0,64.69,222.0,1843,4,12,2004,684,142.0,21,14,14,14,47,14.0,220,14,27,1282
2115,35.0,89.9,222.0,1843,4,12,2004,209,72.0,19,14,14,14,16,14.0,708,14,14,1384
2812,33.0,51.32,222.0,1843,3,8,2004,156,54.0,16,18,18,18,18,18.0,50,18,40,1282
134,31.0,100.0,222.0,1843,2,4,2003,684,147.0,22,15,15,15,47,15.0,220,15,15,1384
877,49.0,100.0,222.0,1843,1,1,2005,684,132.0,19,6,6,6,6,6.0,22,6,6,1384
875,26.0,64.9,222.0,1843,4,11,2004,684,132.0,19,18,18,18,33,33.0,708,50,18,1282
2312,40.0,79.11,222.0,39,2,6,2004,429,68.0,17,188,188,188,224,188.0,251,188,188,1384
2125,31.0,64.67,222.0,1843,3,9,2003,684,80.0,17,15,35,15,31,31.0,708,147,15,1282
2665,41.0,100.0,222.0,1843,2,5,2005,209,118.0,20,30,30,30,30,30.0,69,30,30,1384
209,34.0,100.0,222.0,1843,1,2,2005,684,207.0,17,132,132,132,132,151.0,708,147,179,1384
1658,24.0,100.0,222.0,1843,4,10,2004,221,127.0,17,20,35,20,27,27.0,708,50,20,1384
2117,43.0,100.0,222.0,1843,1,2,2005,209,72.0,19,40,40,40,46,46.0,220,40,40,157
924,37.0,50.59,222.0,1843,3,9,2004,429,62.0,20,23,23,23,23,23.0,36,23,35,1282
2797,25.0,56.78,222.0,1843,1,2,2003,156,54.0,16,25,25,25,25,25.0,46,25,25,1282
381,31.0,97.17,222.0,1843,3,7,2004,221,118.0,20,132,132,132,132,151.0,708,147,179,1384
1885,38.0,56.94,222.0,1843,4,10,2004,684,61.0,17,15,15,15,15,15.0,36,15,15,1282
2376,56.0,35.35,222.0,31,2,4,2005,429,43.0,21,16,16,16,16,27.0,708,61,16,1282
2348,22.0,100.0,222.0,1843,1,1,2005,229,102.0,16,32,32,32,48,48.0,708,32,32,1384
1430,26.0,87.45,222.0,1843,4,10,2004,684,73.0,16,188,188,188,224,188.0,251,188,188,1282
1532,21.0,50.65,222.0,1843,4,11,2004,209,109.0,14,28,28,28,28,28.0,42,28,28,1282
1712,40.0,100.0,222.0,1843,1,1,2005,684,90.0,15,132,132,132,132,151.0,708,147,179,1384
757,39.0,69.28,222.0,1843,3,9,2003,221,60.0,22,23,23,23,23,23.0,60,23,23,1282
